Percent 65 and Older,Percent Under 18 Years,Percent Under 5 Years,county,Bachelor's Degree or Higher,High School or Higher,American Indian and Alaska Native Alone,Asian Alone,Black Alone,Hispanic or Latino,Native Hawaiian and Other Pacific Islander Alone,Two or More Races,White Alone,"White Alone, not Hispanic or Latino",Per Capita Income,Persons Below Poverty Level,Median Household Income,2010 Population,2014 Population,Population Percent Change,Population per Square Mile,state
15,23.8,7,Peoria County,28.9,89.9,0.4,3.7,18.1,4.6,0,2.9,74.9,71.2,28438,17.2,50712,186494,187319,0.4,301.2,IL
17.3,19.4,4.9,Perry County,14.3,84.5,0.4,0.5,8.8,3.1,0.1,1.7,88.6,86.1,19716,18.4,42078,22350,21672,-3,50.6,IL
18.1,22.2,5.2,Piatt County,26.5,92.7,0.2,0.5,0.6,1.1,0,1.1,97.6,96.7,31190,6.2,63027,16729,16431,-1.8,38.1,IL
19.8,22,5.6,Pike County,13.5,86.1,0.2,0.3,1.9,1.2,0,0.9,96.7,95.6,21344,16.6,39845,16430,16022,-2.5,19.8,IL
21.3,15.6,3.4,Pope County,13.5,87.6,0.7,0.3,6.7,1.9,0,1,91.2,89.6,20448,17,38371,4470,4276,-4.3,12.1,IL
20.2,21.9,5.1,Pulaski County,12,80.2,0.5,0.2,32.3,1.9,0.1,2.2,64.7,63.6,19867,18.8,33717,6161,5815,-5.6,30.9,IL
19.8,20.2,4.7,Putnam County,14.1,88.8,0.3,0.3,0.9,4.7,0,1,97.6,93.1,27074,14.2,54196,6006,5814,-3.2,37.5,IL
17.2,19.5,5,Randolph County,11.8,82.2,0.2,0.4,10.1,2.8,0.1,1,88.1,85.8,21976,12.4,47427,33476,32869,-1.8,58.2,IL
20,22,5.8,Richland County,20.4,90.6,0.2,0.8,0.6,1.5,0,1.1,97.2,95.9,23621,14.2,44070,16233,16061,-1.1,45.1,IL
17.6,22.1,6.1,Rock Island County,21.8,87.4,0.6,2.3,9.8,12.4,0.1,2.6,84.7,73.7,26455,13.3,48702,147546,146063,-1,345,IL
13.8,24.1,6.4,St. Clair County,25.3,89.5,0.3,1.4,30.2,3.8,0.1,2.2,65.7,62.5,26234,17.6,50578,270056,265729,-1.6,410.6,IL
19.2,21.7,6,Saline County,14.6,84.9,0.4,0.6,4.1,1.7,0.1,1.9,92.9,91.7,21596,19.1,37800,24913,24612,-1.2,65.6,IL
15.5,23,6,Sangamon County,32.5,92,0.2,1.9,12.4,2.2,0,2.3,83.2,81.4,29974,14.2,55449,197465,198997,0.8,227.4,IL
19.7,20.3,4.9,Schuyler County,18.6,88.9,0.2,0.4,3.5,1.8,0,0.6,95.4,93.9,23656,15.9,48138,7544,7330,-2.8,17.3,IL
18.6,22.3,5.1,Scott County,13.7,89.8,0.2,0.2,0.5,1.2,0,1,98.1,97,24471,12.3,49669,5355,5204,-2.8,21.3,IL
20.6,21.4,5.3,Shelby County,14.4,89.8,0.2,0.3,0.4,1,0,0.7,98.4,97.4,23069,11.8,47188,22363,22048,-1.4,29.5,IL
24.4,20.4,4.9,Stark County,16.7,87.9,0.2,0.4,0.6,1.1,0,1.2,97.5,96.5,26843,11.1,54203,5994,5813,-3,20.8,IL
20.5,21.9,5.6,Stephenson County,17.9,89.5,0.2,0.7,9.6,3.5,0,2.6,86.8,83.8,23350,15.9,43472,47711,46435,-2.7,84.5,IL
17,23.1,6,Tazewell County,23.6,91.7,0.3,0.9,1.3,2.2,0,1.3,96.2,94.2,28037,9.1,56067,135394,135707,0.2,208.6,IL
19.9,21,5.3,Union County,20.1,83.9,0.7,0.4,1.1,5.1,0,1.5,96.3,91.8,21719,19.5,41848,17808,17447,-2,43.1,IL
17.4,24,6.7,Vermilion County,13.9,85.7,0.4,0.8,13.5,4.7,0,2.2,83.1,79.3,21225,19.6,41400,81625,79728,-2.3,90.9,IL
18.9,22,5.8,Wabash County,16.8,89.3,0.2,0.8,0.9,1.5,0,1.3,96.7,95.5,24096,12.7,47365,11947,11549,-3.3,53.5,IL
18.4,21.6,6,Warren County,20.9,87.8,0.5,1.8,2.4,9.4,0.1,1.5,93.7,85.1,21832,15.8,43536,17707,17874,0.9,32.6,IL
18.4,20.7,4.5,Washington County,20.5,89.7,0.1,0.4,0.8,1.6,0.1,0.9,97.7,96.2,26325,10.2,52832,14716,14337,-2.6,26.2,IL
19.8,22.5,5.7,Wayne County,11.8,86.4,0.2,0.7,0.6,1.3,0,0.9,97.6,96.4,22526,14.7,43605,16760,16543,-1.3,23.5,IL
21.8,21.7,6.5,White County,14.3,85.4,0.3,0.3,0.6,1.3,0,0.8,97.9,96.9,25375,15.6,42914,14665,14374,-2,29.6,IL
18.9,22.4,5.4,Whiteside County,16.2,87.4,0.4,0.5,1.7,11.8,0,1.6,95.6,84.9,24525,12,47667,58498,56876,-2.8,85.5,IL
11.2,26.7,6.1,Will County,32.3,90.5,0.4,5.4,11.8,16.6,0.1,1.8,80.6,65.3,30377,8,76147,677560,685419,1.2,809.6,IL
17.6,21.9,5.9,Williamson County,22.5,88.9,0.4,1,4.3,2.4,0,1.6,92.7,90.7,23605,15.6,43125,66357,67008,1,157.9,IL
15.6,23.8,6.2,Winnebago County,21.2,86.2,0.5,2.6,12.9,12,0,2.6,81.4,70.8,24495,17.5,47072,295266,288542,-2.3,575.2,IL
16.3,24.6,6.1,Woodford County,27.6,93,0.3,0.7,0.7,1.8,0,1.1,97.3,95.7,30926,8.8,66639,38664,39187,1.4,73.3,IL
14.4,31.3,9.4,Adams County,14.7,84.3,0.3,0.3,0.4,4.4,0,0.7,98.2,94.1,20160,18.1,46695,34387,34791,1.2,101.4,IN
13.1,26.3,7.2,Allen County,26.3,89,0.5,3.5,12.1,7.2,0.1,2.8,80.9,74.9,25279,15.3,49370,355329,365918,3,540.6,IN
14.9,24.3,6.6,Bartholomew County,26.5,89.1,0.5,5.4,2.3,6.4,0.1,1.5,90.2,84.6,27359,12.2,54165,76794,80217,4.5,188.7,IN
16.2,25.3,6.1,Benton County,16,88.9,0.2,0.3,1,5.4,0,1,97.6,92.6,23049,11.1,48711,8854,8700,-1.7,21.8,IN
19.8,22.3,6.1,Blackford County,9.8,86,0.2,0.3,0.6,1.6,0,1.4,97.3,95.9,20322,16,39225,12766,12401,-2.9,77.3,IN
12.6,27,6.6,Boone County,41,93.5,0.3,2.3,1.5,2.6,0,1.4,94.4,92.1,37482,7.5,67255,56640,61915,9.3,133.9,IN
21.1,19.5,4.1,Brown County,21.1,87.1,0.4,0.4,0.6,1.6,0,1.3,97.3,95.9,25833,14.6,51568,15242,14962,-1.8,48.9,IN
17.7,23.2,5.3,Carroll County,16,87.7,0.3,0.2,0.6,4.1,0,1.1,97.7,94.3,24531,10.7,50542,20155,19923,-1.2,54.1,IN
16.2,24.1,6.5,Cass County,13.7,83.1,1,1.7,2,13.8,0.2,1.4,93.7,81.8,21700,16.5,41940,38966,38438,-1.4,94.5,IN
14.3,23,6.3,Clark County,18.9,86.2,0.4,1,7.4,5.2,0.1,2.2,88.9,84.3,24312,12.2,50496,110232,114262,3.7,295.6,IN
16.6,23.1,6.1,Clay County,14,86.6,0.3,0.4,0.6,1.3,0,1,97.7,96.5,21474,15.8,46430,26890,26562,-1.2,75.2,IN
15.8,26.3,6.9,Clinton County,13,84.7,0.4,0.3,0.6,14.9,0,0.9,97.8,83.4,21554,13.9,48953,33224,32776,-1.3,82,IN
17.2,22.4,5.3,Crawford County,12.1,80.8,0.4,0.2,0.5,1.4,0.1,1.1,97.7,96.5,20504,19.6,39700,10713,10655,-0.5,35.1,IN
14.5,29.2,8.2,Daviess County,12.4,77.5,0.4,0.7,1,4.6,0.1,0.9,96.9,92.7,21416,12.9,47165,31648,32729,3.4,73.7,IN
15.3,23.6,5.5,Dearborn County,17.6,89,0.2,0.5,0.7,1.2,0.1,1.1,97.4,96.4,27058,9.1,56946,50047,49506,-1.1,164.1,IN
15.4,24.8,6,Decatur County,13.7,87.1,0.2,1.3,0.5,1.8,0,0.9,97,95.5,22046,14.1,48047,25740,26524,3,69.1,IN
14.8,24.7,6,DeKalb County,16.3,87.9,0.3,0.6,0.5,2.7,0,1,97.5,95.1,22827,12.4,47247,42223,42383,0.4,116.4,IN
16,18.9,5.1,Delaware County,22.5,86.9,0.3,1.2,7.1,2.1,0.1,2.1,89.2,87.4,20854,22.3,37474,117671,117074,-0.5,300.1,IN
15.9,24.1,6.1,Dubois County,18.9,86.9,0.3,0.5,0.5,6.7,0.1,0.7,97.9,91.8,25589,8.3,54780,41889,42345,1.1,98,IN
13.3,27.9,7.5,Elkhart County,18.2,80.5,0.6,1.2,6.2,15.1,0.1,2.3,89.7,75.9,21109,16.7,45693,197559,201971,2.2,426.5,IN
18.4,22.6,5.3,Fayette County,8.9,77.3,0.2,0.3,1.6,0.9,0,1,96.9,96,18757,23,37391,24277,23468,-3.4,112.9,IN
14.5,23.2,5.8,Floyd County,22.6,88,0.3,1.1,5.5,2.9,0,2,91.1,88.7,27185,13.3,53961,74578,76179,2.1,504.1,IN
19.2,22.6,5.8,Fountain County,11.9,85.5,0.4,0.3,0.4,2.6,0.1,1.1,97.7,95.4,23063,11.9,45884,17240,16658,-3.4,43.6,IN
15.6,24.7,5.7,Franklin County,18.1,85.4,0.2,0.6,0.4,1.1,0,0.7,98.1,97.1,24085,13.5,49516,23087,22934,-0.7,60.1,IN
17.6,23.9,6.1,Fulton County,12.7,84.1,0.8,0.6,0.8,5.1,0,1.2,96.5,92.2,21226,15.5,40168,20836,20500,-1.6,56.6,IN
16.5,23.2,6,Gibson County,16.1,90.1,0.3,0.4,2.1,1.6,0,1.8,95.4,94.1,24258,11.5,49329,33503,33759,0.8,68.7,IN
17.7,20.8,5.5,Grant County,16.8,85.7,0.4,0.8,7.3,4,0,2.4,89.1,85.6,20516,18.6,39747,70061,68569,-2.1,169.2,IN
18,22.6,5.4,Greene County,12.1,84.6,0.4,0.4,0.3,1.3,0,1,97.9,96.8,22235,14,43980,33165,32726,-1.3,61.1,IN
10.4,28.5,6.8,Hamilton County,55.1,96.3,0.2,5.6,4.1,3.8,0.1,1.8,88.2,84.9,39521,5.1,82468,274569,302623,10.2,696.4,IN
15.1,24.1,5.5,Hancock County,26.3,92.6,0.3,0.9,2.3,2.1,0,1.3,95.2,93.4,28111,7.6,62981,70002,71978,2.8,228.8,IN
16,22.6,5.4,Harrison County,14.9,87.6,0.3,0.4,0.6,1.8,0,1.1,97.5,96,23244,13.2,50510,39364,39299,-0.2,81.2,IN
12.3,25.9,6,Hendricks County,32.2,93.5,0.3,2.5,6,3.5,0.1,1.7,89.4,86.4,29830,5,68297,145448,156056,7.3,357.4,IN
18,20.9,4.9,Henry County,14.9,85.8,0.2,0.4,2.7,1.6,0,1.4,95.4,93.9,20309,17,40679,49462,48995,-0.9,126.2,IN
18,23,6.1,Howard County,20,88.8,0.4,1.1,7.3,3.1,0,2.6,88.6,86,24071,16.7,43590,82752,82982,0.3,282.4,IN
15.9,22.4,5.8,Huntington County,16.9,88.5,0.5,0.6,0.6,2.1,0,1.1,97.2,95.4,22601,12,46148,37124,36706,-1.1,97,IN
15.3,24.2,6.9,Jackson County,14.5,86.2,0.3,1.3,1,6.4,0.2,1.2,95.9,90.1,22568,13,46501,42376,43705,3.1,83.2,IN
15.8,24.5,5.9,Jasper County,14.9,87.2,0.3,0.4,0.9,5.9,0.1,1,97.3,91.7,24297,7.7,57500,33478,33475,0,59.8,IN
16.5,26.1,7,Jay County,10,84.1,0.2,0.5,0.4,3,0,0.9,98.1,95.3,19236,14.7,40235,21253,21179,-0.3,55.4,IN
16.3,21.3,5.4,Jefferson County,17.8,83.9,0.3,0.8,2,2.5,0,1.4,95.6,93.4,21524,13.6,43795,32428,32494,0.2,89.9,IN
14.8,24.2,6.2,Jennings County,9.6,85.3,0.2,0.3,0.9,2.3,0,1.1,97.5,95.3,20109,16.7,44128,28525,28000,-1.8,75.7,IN
13.8,25.4,6.5,Johnson County,26.8,91,0.3,2.5,1.9,3.4,0.1,1.5,93.7,90.8,28575,10.6,61231,139654,147538,5.5,435.8,IN
16.7,21.2,6.2,Knox County,14.1,86.2,0.3,0.8,3.1,1.8,0,1.2,94.5,92.9,21047,14,42119,38440,37938,-1.3,74.5,IN
15,24.7,6.5,Kosciusko County,20.3,85.8,0.4,1.2,1.1,8,0.1,1.2,96.1,88.6,24881,11.9,50859,77358,78564,1.6,145.6,IN
12.6,33.6,9.6,LaGrange County,10.3,62.1,0.3,0.4,0.5,3.9,0,0.7,98.2,94.5,19356,16.5,47617,37128,38436,3.5,97.8,IN
14.6,24.4,6.3,Lake County,19.8,87,0.5,1.5,25.3,18.1,0.1,1.8,70.9,54.7,23918,17.8,49035,496005,490228,-1.2,994.1,IN
15.8,22,5.9,LaPorte County,17.3,86.5,0.4,0.6,11.4,6.1,0,2.1,85.5,80.1,22852,16.5,47538,111467,111444,0,186.3,IN
18.2,22.3,5.6,Lawrence County,13.7,84.1,0.4,0.6,0.5,1.6,0,1.1,97.3,95.9,22169,15.2,42627,46134,45704,-0.9,102.7,IN
16.9,22.1,5.7,Madison County,16.7,87,0.4,0.6,8.5,3.7,0.1,1.8,88.7,85.6,21527,17.3,43120,131636,130069,-1.2,291.3,IN
11.3,24.9,7.6,Marion County,27.4,84.5,0.5,2.6,27.8,9.8,0.1,2.7,66.3,57.9,24124,20.4,42334,903393,934243,3.4,2279.6,IN
16.1,25.5,6.3,Marshall County,16.6,84.4,0.3,0.7,0.9,9.4,0.1,1.1,96.9,88.2,21933,15.2,45709,47051,47107,0.1,106.1,IN
17.1,23.2,6.1,Martin County,10.8,82.9,0.3,0.3,0.2,0.8,0,0.9,98.2,97.5,22817,14.6,44740,10334,10203,-1.7,30.8,IN
15.9,21.6,5.1,Miami County,10.6,83.3,0.9,0.4,4.8,2.8,0,1.9,92,89.5,20475,17.2,42023,36903,35954,-2.6,98.7,IN
11.4,16.1,4.5,Monroe County,43.4,91.9,0.3,6.4,3.5,3.3,0.1,2.4,87.3,84.5,23032,25.1,40052,137974,143339,3.9,349.7,IN
16.6,23.3,6.3,Montgomery County,17.8,87.8,0.4,0.6,1,4.5,0,1.3,96.6,92.5,22679,16.8,46797,38124,38146,0.1,75.6,IN
15.1,23.6,5.6,Morgan County,16.1,87.4,0.3,0.6,0.5,1.4,0,1.1,97.5,96.3,25781,11.5,55354,68894,69693,1.1,170.5,IN
17.7,22.2,5.1,Newton County,8.5,85.4,0.4,0.3,0.7,5.9,0.1,1.1,97.4,92.2,25594,11.2,50262,14244,14156,-0.6,35.5,IN
14.6,25.7,6.4,Noble County,13.2,83.3,0.4,0.5,0.8,10.1,0,1,97.3,87.7,21889,14.2,47117,47536,47618,0.2,115.7,IN
19.6,20,4.7,Ohio County,13.1,85.4,0.2,0.4,0.5,1.2,0,0.8,98.1,97.1,25443,8.3,50377,6128,6035,-1.5,71.1,IN
17.5,23.4,5.5,Orange County,12.6,80.4,0.4,0.4,1.1,1.3,0,1.2,96.9,95.7,18576,17.9,38826,19840,19626,-1.1,49.8,IN
17.3,21.8,4.7,Owen County,11,83.2,0.4,0.5,0.5,1.3,0,1.1,97.5,96.4,21318,14,43950,21575,20969,-2.8,56,IN
17.1,21.6,6,Parke County,13.7,82.8,0.4,0.2,2.6,1.3,0,0.8,95.9,94.7,20534,13.3,43870,17339,17233,-0.7,39,IN
16.6,20.9,5.5,Perry County,10.9,84,0.3,0.5,2.9,1.3,0,0.8,95.5,94.3,20934,10.9,47596,19338,19454,0.6,50.7,IN
19,21.9,5.4,Pike County,11.2,85.8,0.3,0.2,0.6,1.3,0,0.8,98.1,96.9,22245,12.7,40680,12845,12624,-1.7,38.4,IN
14.4,22.8,5.5,Porter County,25.4,91.4,0.4,1.5,3.8,9.5,0,1.6,92.8,84.1,28669,10.4,62794,164343,167076,1.7,393,IN
16.2,22.8,5.8,Posey County,20.5,92.1,0.2,0.4,1,1.1,0,1.1,97.3,96.3,29187,9.9,58750,25910,25540,-1.4,63.3,IN
17.8,22.8,5.4,Pulaski County,13.1,85.3,0.4,0.2,0.9,2.9,0,1.1,97.2,94.5,21641,14,44764,13402,12967,-3.2,30.9,IN
15.2,19.6,4.7,Putnam County,16.2,85.9,0.4,1,4.2,1.9,0,1.1,93.3,91.8,21520,9.7,50821,37963,37618,-0.9,79,IN
18.6,23.6,5.9,Randolph County,12.4,85.2,0.4,0.3,0.7,3.2,0,1.2,97.4,94.5,21592,17.4,40904,26171,25384,-3,57.9,IN
16.9,24.3,6,Ripley County,15.9,86.3,0.3,0.7,0.4,1.7,0,1,97.6,96.2,22059,9.4,47537,28818,28497,-1.1,64.6,IN
17.4,23.3,5.6,Rush County,15.1,87.1,0.2,0.4,1,1.4,0,1,97.4,96.2,23396,15.4,47401,17392,16892,-2.9,42.6,IN
14.3,24,6.5,St. Joseph County,26.5,87.8,0.5,2.3,13.2,8.2,0.1,2.7,81.1,74.2,23509,17.7,44582,266931,267618,0.3,583,IN
15.8,23,5.9,Scott County,11.5,78.7,0.3,0.6,0.4,1.8,0.1,0.9,97.7,96.3,20481,19,42898,24181,23712,-1.9,127,IN
15.6,23.1,5.8,Shelby County,14.8,85.6,0.3,0.8,1.2,3.9,0.2,1.1,96.4,93,24459,12.9,51440,44436,44579,0.4,108.1,IN
18,22.6,5.5,Spencer County,15.5,86.5,0.3,0.4,0.8,2.8,0,0.9,97.6,95.2,23641,12.6,52991,20952,20801,-0.7,52.8,IN
16.8,23.2,5.8,Starke County,12.3,82.2,0.5,0.3,0.4,3.4,0,1.2,97.6,94.5,19773,16.9,40126,23363,23074,-1.2,75.6,IN
17.2,21.1,4.9,Steuben County,19.4,88.7,0.3,0.6,0.9,3.2,0,1,97.2,94.3,23975,11.5,48080,34185,34308,0.4,110.7,IN
16.3,20.3,5.1,Sullivan County,13.2,85.3,0.3,0.3,4.7,1.8,0,1.2,93.5,92,19821,17.9,43510,21475,21050,-2,48,IN
16.3,24.8,6.1,Switzerland County,9.9,82.5,0.3,0.2,0.8,1.7,0,0.9,97.7,96.2,20019,22.2,44143,10613,10452,-1.5,48.1,IN
10.3,20.8,6.2,Tippecanoe County,35.7,90.7,0.4,7.2,4.9,8,0.1,2,85.4,78.1,23691,21.6,44246,172780,183074,6,345.7,IN
19.3,21.4,4.3,Tipton County,16.4,88.7,0.3,0.5,0.5,2.6,0,0.8,98,95.6,25093,9.4,52686,15936,15415,-3.3,61.2,IN
16.9,22.8,4.5,Union County,18.4,85.4,0.3,0.3,0.7,1.4,0,1.4,97.3,95.9,20883,12.7,44161,7516,7246,-3.6,46.6,IN
15.2,22,6.4,Vanderburgh County,22.6,89.2,0.3,1.3,9.4,2.5,0.1,2.5,86.5,84.4,24378,15.9,43540,179703,182006,1.3,769.7,IN
18.6,22.2,5.3,Vermillion County,13,89.1,0.3,0.2,0.4,1.1,0,0.9,98.1,97.2,22875,15.8,42524,16212,15693,-3.2,63.1,IN
14.5,20.7,5.9,Vigo County,21.2,86.6,0.4,2,7.2,2.6,0,2.2,88.2,85.9,21192,20,40692,107848,108175,0.3,267.4,IN
19.4,21.6,5.2,Wabash County,17,86.1,0.7,0.5,0.8,2.4,0,1.2,96.8,94.6,21201,15.1,45286,32888,32252,-1.9,79.7,IN
18.7,22.5,5.7,Warren County,16,82.5,0.2,0.5,0.3,1.4,0.1,0.6,98.3,97,27390,7.1,52317,8508,8352,-1.8,23.3,IN
16.1,24.6,5.7,Warrick County,27.2,92.4,0.3,2,1.6,1.7,0,1.4,94.7,93.2,29927,9,62351,59689,61149,2.4,155.1,IN
15.4,23.6,5.7,Washington County,11.9,80.1,0.2,0.3,0.4,1.4,0,0.9,98.1,96.9,21370,15.1,41986,28262,27878,-1.4,55,IN
17.9,22.5,6.2,Wayne County,17.4,83.4,0.4,0.8,5,2.7,0.1,2.7,91,88.7,21114,21.8,38350,68917,67671,-1.9,171.5,IN
17,24.1,6.5,Wells County,15.7,90.7,0.3,0.5,0.6,2.5,0,1,97.6,95.3,24269,10.7,48136,27636,27862,0.8,75.1,IN
18.8,23.4,6.2,White County,15.4,89.2,0.6,0.4,0.8,7.7,0.1,1.1,97,90.2,23666,10.8,51444,24643,24453,-0.8,48.8,IN
16,23.4,5.8,Whitley County,16.7,90.4,0.4,0.4,0.5,2,0.1,1.2,97.4,95.7,24613,8.2,51914,33292,33403,0.3,99.2,IN
22.1,22.1,4.8,Adair County,16.3,90.7,0.2,0.5,0.4,1.7,0,0.8,98.2,96.8,25564,9.5,47892,7682,7454,-3,13.5,IA
22,21.4,6.5,Adams County,13.7,90.4,0.4,0.6,0.4,1.1,0,0.7,97.8,96.9,23707,11.3,45871,4029,3875,-3.8,9.5,IA
21.3,22.5,6.1,Allamakee County,14.9,89,0.6,0.5,1.4,5.7,0.3,0.9,96.4,91.5,24926,12.6,48831,14330,14038,-2,22.4,IA
21.4,22.4,6,Appanoose County,18.3,88.3,0.3,0.4,0.7,1.5,0.1,1.2,97.4,96.2,21599,15.2,39208,12887,12661,-1.8,25.9,IA
24.3,20.2,4.6,Audubon County,16.6,90.3,0.2,0.5,0.4,1.1,0,0.7,98.2,97.3,30919,9.5,48313,6119,5794,-5.3,13.8,IA
16.9,23.8,5.7,Benton County,18.8,91.9,0.2,0.3,0.6,1.3,0,1,97.9,96.7,26624,8.4,56669,26076,25680,-1.5,36.4,IA
14.8,21.5,6.1,Black Hawk County,25.3,89.5,0.3,2,9,4.2,0.2,2.2,86.2,82.7,24273,17,45747,131090,132897,1.4,231.7,IA
17,22.7,5.6,Boone County,20.3,92,0.4,0.5,1.2,2.4,0,1.1,96.8,94.6,27149,10.1,51826,26306,26433,0.5,46,IA
18.4,21.8,5.1,Bremer County,28.3,93.8,0.1,0.9,1,1.4,0,1,97,95.8,28727,7.3,61216,24276,24721,1.8,55.7,IA
16.2,26.6,6.8,Buchanan County,17.1,90.6,0.2,0.4,0.5,1.4,0,1,97.8,96.6,27038,9.9,55553,20958,21038,0.4,36.7,IA
14.6,25.3,7.3,Buena Vista County,20,78.7,0.6,8.4,2.9,24.8,0.9,1.2,85.9,62.6,22899,12.8,46951,20260,20578,1.6,35.2,IA
21,23.6,6.1,Butler County,15,90.9,0.1,0.4,0.3,1.1,0,0.9,98.1,97.1,25269,9.8,52026,14867,15006,0.9,25.6,IA
22.3,20.6,5.6,Calhoun County,19.1,90.5,0.4,0.3,1.9,2,0,0.9,96.4,94.6,25766,13.4,44484,9670,9866,-3.1,17,IA
19.2,24.1,6.5,Carroll County,18.8,91.3,0.3,0.5,0.8,2.3,0,0.9,97.5,95.5,25430,9.6,48361,20816,20562,-1.2,36.6,IA
21.5,22.6,5.7,Cass County,19,92.8,0.5,0.3,0.5,2.4,0.4,0.8,97.6,95.7,25448,11.4,43481,13956,13448,-3.6,24.7,IA
18.4,22.9,5.1,Cedar County,19.5,92.1,0.2,0.7,0.5,1.8,0,1.1,97.4,95.9,26567,8,58088,18499,18411,-0.5,31.9,IA
19.7,20.5,5.6,Cerro Gordo County,21,92,0.3,1.1,1.4,4.3,0,1.5,95.7,91.6,27291,13.2,44795,44151,43254,-2,77.7,IA
22.4,21,6,Cherokee County,19.6,91.6,0.3,0.6,0.9,3.2,0.2,1,97,94.2,26330,9.7,48977,12072,11836,-2,20.9,IA
19.4,23.8,6.1,Chickasaw County,13.8,88.8,0.1,0.3,0.6,2.3,0,0.7,98.3,96.2,24139,10.3,43971,12439,12264,-1.4,24.7,IA
17.6,24.3,6.5,Clarke County,14.3,87.3,0.7,0.7,0.9,12.1,0.1,1.3,96.4,85.2,23472,13.7,43216,9286,9217,-0.7,21.5,IA
19.6,22.8,5.7,Clay County,18.4,93.1,0.3,0.7,0.7,3.2,0,1,97.3,94.3,29060,8.9,49035,16667,16515,-0.9,29.4,IA
20.9,22.2,5.7,Clayton County,15.5,91.6,0.1,0.3,0.7,1.9,0.1,0.8,97.9,96.2,25074,12.5,47494,18129,17692,-2.4,23.3,IA
18.3,22.7,6.1,Clinton County,17.7,90,0.3,0.6,3.2,2.9,0,1.8,94,91.5,25966,14,49559,49116,48051,-2.2,70.7,IA
16.9,25.5,7.2,Crawford County,14.7,78.9,1.2,1.7,2.3,27.3,0.2,0.8,93.8,68.5,22748,15.8,46548,17096,17228,0.8,23.9,IA
11.2,28.6,8.2,Dallas County,43.6,94.4,0.4,3.6,1.8,6.3,0.1,1.4,92.7,87,35844,6.4,73847,66135,77400,17,112.4,IA
17.5,28.9,8,Davis County,16.4,85.5,0.2,0.3,0.2,1.2,0,0.9,98.3,97.2,22210,21.2,45040,8753,8781,0.3,17.4,IA
18.3,21.8,5.1,Decatur County,18.4,85,0.5,0.9,2,2.6,0.2,1.2,95.3,93,18845,19.5,36326,8457,8263,-2.3,15.9,IA
18.1,23.8,5.7,Delaware County,15.5,91,0.1,0.3,0.4,1.1,0,0.7,98.4,97.4,26261,8.4,54076,17764,17398,-2.1,30.7,IA
18.8,23,6,Des Moines County,18.9,91.1,0.3,0.9,5.9,2.9,0.1,2.5,90.4,88,24408,13.8,42451,40325,40255,-0.2,96.9,IA
24.2,19.1,4.9,Dickinson County,25.4,93.3,0.3,0.6,0.4,1.7,0,0.9,97.9,96.4,31790,7.8,56136,16667,16935,1.6,43.8,IA
16.2,23.1,6.1,Dubuque County,27.1,91.4,0.2,1.4,3,2.2,0.3,1.4,93.7,91.9,26254,10.9,51475,93653,96370,2.9,154,IA
19.2,21.6,5.6,Emmet County,15.3,88.4,1.5,0.6,1,10.4,0.1,3,93.8,86.9,27908,12.5,48601,10302,9990,-3,26,IA
20.4,21.2,5.8,Fayette County,18.4,88.9,0.2,0.8,1.2,2.2,0.1,1.1,96.6,94.6,23391,11.5,45542,20880,20343,-2.6,28.6,IA
20.7,23.1,5.7,Floyd County,15.9,90.5,0.3,1.7,2,2.3,0.1,0.9,95,93.1,24590,12.6,43826,16303,16077,-1.4,32.6,IA
20.1,22.8,5.7,Franklin County,15.1,85.2,0.5,0.7,0.9,11.8,0.1,1.2,96.7,86.2,26102,11.1,48355,10680,10436,-2.3,18.4,IA
21.6,22,5.4,Fremont County,20.5,91.7,0.2,0.3,0.7,2.6,0,1.1,97.6,95.3,26930,10.2,50520,7441,7022,-5.6,14.6,IA
21.4,22.9,5.3,Greene County,17.4,88.8,0.4,0.4,0.6,2.9,0,1.2,97.4,94.8,26205,13,45865,9336,9200,-1.5,16.4,IA
19.8,23.4,6,Grundy County,20.7,93.9,0.1,0.3,0.5,1.2,0.1,0.8,98.3,97.1,31164,7,56827,12453,12375,-0.6,24.8,IA
21.7,22.2,5.3,Guthrie County,17.1,91.4,0.3,0.4,0.3,2.3,0,1,98,95.8,28030,10.3,50609,10954,10722,-2.1,18.5,IA
19.4,23,5.6,Hamilton County,18,89.7,0.4,2.1,0.8,5.4,0,1.3,95.4,90.6,24510,12.3,43589,15673,15117,-3.5,27.2,IA
20.2,22.7,5.4,Hancock County,16.6,90.7,0.3,0.5,0.7,3.5,0,1,97.5,94.1,25814,10.4,50105,11341,11027,-2.8,19.9,IA
21.2,21,5.2,Hardin County,19.7,91.7,0.3,0.6,1.5,4.1,0,1.3,96.3,92.6,25153,8.6,49342,17534,17311,-1.3,30.8,IA
19.1,22.6,5.5,Harrison County,17.7,91.1,0.3,0.4,0.4,1.4,0,1,97.9,96.7,26184,9.6,54583,14928,14324,-4.1,21.4,IA
17.6,22.3,5.9,Henry County,20,91.3,0.3,2.9,2.6,4.7,0.1,1.6,92.4,88.2,22687,17.9,46376,20145,20217,0.4,46.4,IA
19.7,25.2,6.8,Howard County,11.6,87.1,0.2,0.3,0.8,1.4,0.1,0.9,97.8,96.5,24286,11.6,46429,9566,9449,-1.2,20.2,IA
